530.417, 218.443
530.796, 232.554
530.349, 247.917
530.756, 260.569
533.398, 276.296
533.169, 291.385
534.416, 305.419
533.38, 320.303
534.676, 336.124
534.005, 350.46
534.591, 365.966
534.452, 379.399
536.948, 392.908
536.68, 409.849
537.338, 424.278
537.665, 439.13
537.257, 454.825
537.426, 467.045
516.774, 218.575
516.901, 232.473
517.392, 248.667
517.584, 262.297
516.871, 276.391
519.672, 290.66
519.272, 307.907
519.65, 319.932
520.379, 337.741
519.128, 351.167
519.506, 365.448
520.79, 379.876
521.484, 395.122
523.289, 409.524
521.701, 423.557
523.208, 438.411
523.685, 454.1
524.404, 466.408
500.72, 218.477
500.38, 232.366
500.772, 248.683
502.13, 262.481
503.796, 276.367
503.751, 293.646
503.035, 307.782
505.6, 322.628
503.759, 337.73
506.009, 352.64
507.37, 365.302
506.776, 381.829
506.081, 394.558
506.132, 409.128
509, 425.5
507.349, 438.37
509.285, 453.784
509.17, 470.449
484.981, 218.291
487.365, 232.629
487.441, 248.687
487.53, 262.349
487.5, 278.5
487.573, 293.531
487.869, 305.509
490.519, 321.07
490.037, 337.522
489.29, 352.567
489.383, 365.366
490.585, 381.663
490.681, 394.935
492, 410.5
492.153, 422.516
493.76, 437.703
492.815, 453.574
493.523, 470.144
471.707, 218.453
472.66, 234.407
472.748, 246.744
471.767, 262.333
473.449, 276.303
472.829, 291.19
474.911, 305.269
474.536, 322.741
473.42, 337.38
474.044, 350.184
476.452, 365.628
475.615, 381.516
477.532, 395.136
476.311, 409.091
476.453, 426.95
478, 440
478.918, 453.275
480.247, 470.726
456.5, 219.5
457, 234.5
456.5, 248.5
458.417, 262.215
458.547, 278.413
459.654, 291.271
460.287, 308.771
460.498, 321
458.372, 335.69
461.181, 350.362
460.512, 366.124
461.265, 382.492
461.143, 395.683
461.654, 413.44
461.739, 423.939
462.478, 442.722
462.716, 454.465
462.728, 471.156
441.767, 218.047
443, 233
442.098, 248.719
442.983, 264.221
444.326, 277.403
443.799, 293.318
444.5, 307.5
444.543, 322.329
444.547, 338.629
444.854, 350.503
447.231, 366.586
446.879, 382.672
447.221, 396.42
447.5, 412
448.395, 424.638
447.575, 439.746
449.172, 455.54
447, 472
427.161, 220.952
427, 234.5
426, 250
428.527, 263.251
427.474, 277.13
429.18, 292.04
430.237, 309.474
430.528, 321.199
428.395, 336.48
431.5, 353.5
430.687, 367.499
431, 382.5
432.96, 397.461
432.81, 411.365
431.557, 426.342
433.966, 441.401
434.827, 457.451
435.637, 468.56
